city,year,weekofyear,total_cases
iq,2010,30,3
iq,2010,31,3
iq,2010,32,2
iq,2010,33,3
iq,2010,34,5
iq,2010,35,2
iq,2010,36,3
iq,2010,37,8
iq,2010,38,4
iq,2010,39,5
iq,2010,40,8
iq,2010,41,11
iq,2010,42,21
iq,2010,43,14
iq,2010,44,12
iq,2010,45,11
iq,2010,46,11
iq,2010,47,11
iq,2010,48,8
iq,2010,49,13
iq,2010,50,12
iq,2010,51,9
iq,2011,52,7
iq,2011,1,15
iq,2011,2,9
iq,2011,3,3
iq,2011,4,8
iq,2011,5,13
iq,2011,6,21
iq,2011,7,17
iq,2011,8,14
iq,2011,9,13
iq,2011,10,5
iq,2011,11,7
iq,2011,12,7
iq,2011,13,6
iq,2011,14,10
iq,2011,15,6
iq,2011,16,9
iq,2011,17,4
iq,2011,18,3
iq,2011,19,6
iq,2011,20,4
iq,2011,21,3
iq,2011,22,3
iq,2011,23,2
iq,2011,24,2
iq,2011,25,3
iq,2011,26,3
iq,2011,27,4
iq,2011,28,2
iq,2011,29,3
iq,2011,30,2
iq,2011,31,4
iq,2011,32,3
iq,2011,33,1
iq,2011,34,1
iq,2011,35,2
iq,2011,36,5
iq,2011,37,3
iq,2011,38,3
iq,2011,39,4
iq,2011,40,7
iq,2011,41,8
iq,2011,42,9
iq,2011,43,10
iq,2011,44,11
iq,2011,45,14
iq,2011,46,7
iq,2011,47,6
iq,2011,48,9
iq,2011,49,31
iq,2011,50,33
iq,2011,51,13
iq,2012,52,5
iq,2012,1,7
iq,2012,2,10
iq,2012,3,7
iq,2012,4,19
iq,2012,5,21
iq,2012,6,10
iq,2012,7,8
iq,2012,8,9
iq,2012,9,10
iq,2012,10,5
iq,2012,11,4
iq,2012,12,6
iq,2012,13,7
iq,2012,14,5
iq,2012,15,6
iq,2012,16,8
iq,2012,17,5
iq,2012,18,6
iq,2012,19,5
iq,2012,20,5
iq,2012,21,4
iq,2012,22,3
iq,2012,23,2
iq,2012,24,3
iq,2012,25,3
iq,2012,26,4
iq,2012,27,5
iq,2012,28,3
iq,2012,29,3
iq,2012,30,2
iq,2012,31,3
iq,2012,32,3
iq,2012,33,2
iq,2012,34,1
iq,2012,35,1
iq,2012,36,0
iq,2012,37,1
iq,2012,38,7
iq,2012,39,6
iq,2012,40,8
iq,2012,41,9
iq,2012,42,17
iq,2012,43,6
iq,2012,44,13
iq,2012,45,11
iq,2012,46,9
iq,2012,47,11
iq,2012,48,9
iq,2012,49,13
iq,2012,50,9
iq,2012,51,5
iq,2013,1,7
iq,2013,2,13
iq,2013,3,9
iq,2013,4,13
iq,2013,5,18
iq,2013,6,16
iq,2013,7,15
iq,2013,8,16
iq,2013,9,11
iq,2013,10,8
iq,2013,11,8
iq,2013,12,8
iq,2013,13,7
iq,2013,14,9
iq,2013,15,7
iq,2013,16,5
iq,2013,17,5
iq,2013,18,5
iq,2013,19,5
iq,2013,20,5
iq,2013,21,4
iq,2013,22,4
iq,2013,23,3
iq,2013,24,2
iq,2013,25,3
iq,2013,26,3
