city,year,weekofyear,total_cases
sj,2011,5,21
sj,2011,6,14
sj,2011,7,12
sj,2011,8,17
sj,2011,9,14
sj,2011,10,8
sj,2011,11,9
sj,2011,12,17
sj,2011,13,22
sj,2011,14,16
sj,2011,15,7
sj,2011,16,13
sj,2011,17,10
sj,2011,18,19
sj,2011,19,8
sj,2011,20,11
sj,2011,21,10
sj,2011,22,15
sj,2011,23,42
sj,2011,24,45
sj,2011,25,53
sj,2011,26,51
sj,2011,27,42
sj,2011,28,43
sj,2011,29,36
sj,2011,30,121
sj,2011,31,89
sj,2011,32,159
sj,2011,33,144
sj,2011,34,62
sj,2011,35,34
sj,2011,36,42
sj,2011,37,55
sj,2011,38,43
sj,2011,39,31
sj,2011,40,67
sj,2011,41,55
sj,2011,42,58
sj,2011,43,43
sj,2011,44,36
sj,2011,45,39
sj,2011,46,62
sj,2011,47,46
sj,2011,48,31
sj,2011,49,44
sj,2011,50,43
sj,2011,51,24
sj,2012,52,20
sj,2012,1,22
sj,2012,2,32
sj,2012,3,33
sj,2012,4,26
sj,2012,5,16
sj,2012,6,22
sj,2012,7,11
sj,2012,8,18
sj,2012,9,14
sj,2012,10,13
sj,2012,11,10
sj,2012,12,8
sj,2012,13,15
sj,2012,14,10
sj,2012,15,14
sj,2012,16,11
sj,2012,17,10
sj,2012,18,9
sj,2012,19,9
sj,2012,20,17
sj,2012,21,17
sj,2012,22,14
sj,2012,23,22
sj,2012,24,13
sj,2012,25,15
sj,2012,26,12
sj,2012,27,15
sj,2012,28,32
sj,2012,29,31
sj,2012,30,33
sj,2012,31,43
sj,2012,32,41
sj,2012,33,35
sj,2012,34,26
sj,2012,35,46
sj,2012,36,59
sj,2012,37,51
sj,2012,38,44
sj,2012,39,28
sj,2012,40,41
sj,2012,41,68
sj,2012,42,53
sj,2012,43,53
sj,2012,44,64
sj,2012,45,64
sj,2012,46,24
sj,2012,47,44
sj,2012,48,64
sj,2012,49,48
sj,2012,50,23
sj,2012,51,28
sj,2013,1,32
sj,2013,2,26
sj,2013,3,21
sj,2013,4,28
sj,2013,5,30
sj,2013,6,18
sj,2013,7,20
sj,2013,8,20
sj,2013,9,21
sj,2013,10,7
sj,2013,11,7
sj,2013,12,15
sj,2013,13,8
sj,2013,14,12
sj,2013,15,24
sj,2013,16,19
sj,2013,17,15
iq,2010,26,4
iq,2010,27,4
iq,2010,28,4
iq,2010,29,2
iq,2010,30,3
iq,2010,31,3
iq,2010,32,2
iq,2010,33,3
iq,2010,34,7
iq,2010,35,2
iq,2010,36,3
iq,2010,37,9
iq,2010,38,4
iq,2010,39,7
iq,2010,40,10
iq,2010,41,13
iq,2010,42,25
iq,2010,43,18
iq,2010,44,15
iq,2010,45,16
iq,2010,46,14
iq,2010,47,17
iq,2010,48,9
iq,2010,49,14
iq,2010,50,15
iq,2010,51,10
iq,2011,52,9
iq,2011,1,16
iq,2011,2,11
iq,2011,3,3
iq,2011,4,8
iq,2011,5,15
iq,2011,6,26
iq,2011,7,22
iq,2011,8,16
iq,2011,9,15
iq,2011,10,6
iq,2011,11,8
iq,2011,12,8
iq,2011,13,7
iq,2011,14,9
iq,2011,15,7
iq,2011,16,11
iq,2011,17,4
iq,2011,18,4
iq,2011,19,7
iq,2011,20,4
iq,2011,21,4
iq,2011,22,3
iq,2011,23,3
iq,2011,24,3
iq,2011,25,3
iq,2011,26,4
iq,2011,27,4
iq,2011,28,1
iq,2011,29,3
iq,2011,30,2
iq,2011,31,4
iq,2011,32,4
iq,2011,33,2
iq,2011,34,2
iq,2011,35,2
iq,2011,36,5
iq,2011,37,4
iq,2011,38,4
iq,2011,39,4
iq,2011,40,9
iq,2011,41,9
iq,2011,42,11
iq,2011,43,9
iq,2011,44,11
iq,2011,45,16
iq,2011,46,7
iq,2011,47,6
iq,2011,48,9
iq,2011,49,38
iq,2011,50,39
iq,2011,51,13
iq,2012,52,6
iq,2012,1,9
iq,2012,2,10
iq,2012,3,7
iq,2012,4,21
iq,2012,5,24
iq,2012,6,11
iq,2012,7,9
iq,2012,8,10
iq,2012,9,11
iq,2012,10,7
iq,2012,11,4
iq,2012,12,6
iq,2012,13,8
iq,2012,14,5
iq,2012,15,7
iq,2012,16,8
iq,2012,17,6
iq,2012,18,6
iq,2012,19,6
iq,2012,20,5
iq,2012,21,4
iq,2012,22,4
iq,2012,23,2
iq,2012,24,3
iq,2012,25,3
iq,2012,26,4
iq,2012,27,6
iq,2012,28,3
iq,2012,29,3
iq,2012,30,2
iq,2012,31,3
iq,2012,32,3
iq,2012,33,2
iq,2012,34,1
iq,2012,35,0
iq,2012,36,0
iq,2012,37,2
iq,2012,38,9
iq,2012,39,7
iq,2012,40,10
iq,2012,41,11
iq,2012,42,19
iq,2012,43,6
iq,2012,44,20
iq,2012,45,13
iq,2012,46,9
iq,2012,47,14
iq,2012,48,12
iq,2012,49,15
iq,2012,50,12
iq,2012,51,6
iq,2013,1,9
iq,2013,2,16
iq,2013,3,10
iq,2013,4,14
iq,2013,5,22
iq,2013,6,19
iq,2013,7,19
iq,2013,8,18
iq,2013,9,15
iq,2013,10,8
iq,2013,11,9
iq,2013,12,9
iq,2013,13,7
iq,2013,14,9
iq,2013,15,7
iq,2013,16,5
iq,2013,17,6
iq,2013,18,6
iq,2013,19,5
iq,2013,20,6
iq,2013,21,4
iq,2013,22,5
iq,2013,23,3
iq,2013,24,3
iq,2013,25,3
iq,2013,26,3
